Student_ID,Age,Gender,State_of_origin,School_location,Distance_from_home_km,Jamb_score,O_level_credits,Current_cgpa,Cgpa_trend,Attendance_rate,Fee_payment_status,Has_scholarship,Works_part_time,Family_income_bracket,Parent_education_level,Failed_courses_count,Asuu_strike_semesters,Mental_health_support,Course_load,Dropout
STU0546,28,Male,Enugu,Rural,92,215,6,1.01,Declining,51.6,Partial,0,0,Middle,Secondary,2,3,0,21,1
STU0547,24,Male,Anambra,Urban,85,178,8,1.67,Declining,77.8,Paid,0,0,Middle,Primary,2,3,0,23,0
STU0548,19,Female,Ogun,Rural,91,215,5,2.51,Stable,85.1,Partial,0,0,Middle,Tertiary,1,0,0,12,0
STU0549,20,Male,Edo,Urban,99,307,8,3.92,Declining,91.8,Paid,0,0,High,Primary,0,1,0,24,0
STU0550,24,Female,Kano,Urban,97,317,7,3.27,Declining,78.4,Partial,0,1,Low,No formal,0,2,0,19,0
STU0551,27,Male,Kogi,Urban,109,164,5,1.0,Declining,57.4,Partial,0,0,Middle,Secondary,3,1,0,13,1
STU0552,18,Female,Kwara,Urban,73,259,8,3.37,Improving,79.9,Paid,1,0,Middle,Tertiary,0,0,1,23,0
STU0553,22,Female,Edo,Urban,69,308,7,4.17,Improving,100.0,Partial,1,0,Middle,Secondary,0,2,0,21,0
STU0554,17,Female,Benue,Urban,64,295,8,3.96,Improving,100.0,Partial,0,0,Middle,Secondary,0,0,0,16,0
STU0555,24,Female,Imo,Urban,78,339,6,4.34,Improving,77.9,Paid,1,0,High,Secondary,0,2,0,23,0
STU0556,20,Male,Niger,Urban,27,305,6,3.94,Stable,92.9,Paid,0,0,Middle,Secondary,0,2,0,15,0
STU0557,30,Male,Rivers,Rural,177,261,6,2.39,Stable,70.7,Partial,0,0,Middle,Secondary,1,2,0,19,1
STU0558,21,Male,Kwara,Urban,19,315,7,3.71,Stable,90.4,Paid,0,1,Middle,Secondary,0,2,0,13,0
STU0559,21,Female,Abuja,Urban,67,289,8,3.94,Stable,94.5,Paid,0,0,High,Tertiary,0,1,0,21,0
STU0560,20,Female,Kogi,Rural,120,230,7,3.07,Stable,89.9,Partial,1,0,Middle,Secondary,0,2,0,20,0
STU0561,19,Female,Oyo,Rural,54,324,6,4.01,Stable,100.0,Paid,0,0,High,Tertiary,0,1,0,18,0
STU0562,16,Male,Anambra,Urban,86,366,6,5.0,Declining,100.0,Owing,0,0,Middle,Secondary,0,0,0,24,0
STU0563,22,Male,Kaduna,Urban,104,323,5,3.95,Stable,86.6,Paid,0,0,Middle,Secondary,0,1,0,18,0
STU0564,21,Male,Osun,Rural,69,291,8,4.0,Stable,100.0,Paid,0,0,Middle,Secondary,0,0,0,12,0
STU0565,25,Male,Kano,Urban,83,233,7,1.37,Declining,60.0,Partial,0,0,Low,Primary,4,2,1,23,1
STU0566,22,Female,Akwa Ibom,Rural,29,323,7,3.88,Improving,81.1,Paid,0,0,High,Tertiary,0,0,0,13,0
STU0567,28,Male,Edo,Rural,198,217,6,1.0,Declining,53.3,Owing,0,0,Low,Primary,2,1,1,15,1
STU0568,20,Male,Kogi,Urban,102,267,8,3.21,Improving,81.3,Partial,1,0,Middle,Tertiary,0,0,0,15,0
STU0569,18,Female,Kogi,Rural,119,357,6,5.0,Stable,100.0,Paid,1,1,High,Tertiary,0,2,0,22,0
STU0570,25,Male,Akwa Ibom,Urban,156,185,6,1.0,Declining,55.4,Partial,0,0,Low,Primary,2,1,0,14,1
STU0571,23,Male,Niger,Urban,78,287,7,2.11,Declining,63.9,Paid,0,1,Middle,Tertiary,2,2,0,18,0
STU0572,22,Female,Edo,Urban,116,199,6,1.88,Declining,79.1,Partial,1,0,Low,Primary,2,1,0,23,0
STU0573,21,Male,Anambra,Rural,101,287,7,3.81,Improving,88.7,Paid,0,0,High,Tertiary,0,0,0,19,0
STU0574,24,Female,Lagos,Rural,26,323,5,3.94,Stable,79.1,Paid,1,0,High,Tertiary,0,1,1,13,0
STU0575,26,Female,Cross River,Urban,78,297,6,2.68,Stable,60.5,Partial,1,0,High,Tertiary,0,0,0,15,0
STU0576,22,Female,Kwara,Urban,81,241,6,2.84,Improving,94.5,Paid,0,0,High,Tertiary,1,1,0,14,0
STU0577,19,Male,Benue,Urban,84,344,6,4.92,Declining,100.0,Owing,1,0,Low,Primary,0,0,0,13,0
STU0578,29,Female,Oyo,Urban,244,141,3,1.0,Improving,55.9,Partial,0,0,Low,No formal,2,2,0,23,1
STU0579,28,Male,Kwara,Rural,70,221,6,2.13,Declining,75.8,Partial,0,0,Low,Tertiary,2,2,0,24,0
STU0580,25,Male,Cross River,Urban,83,173,8,1.0,Stable,61.8,Paid,0,1,High,Tertiary,2,1,0,17,1
STU0581,29,Male,Enugu,Rural,66,210,7,1.78,Declining,68.5,Paid,0,0,Middle,Tertiary,3,1,0,24,1
STU0582,27,Female,Lagos,Rural,93,319,8,3.61,Declining,68.2,Partial,0,0,Middle,Tertiary,0,1,0,15,0
STU0583,23,Male,Oyo,Rural,82,221,6,2.43,Declining,80.5,Owing,1,1,High,Tertiary,1,0,0,17,0
STU0584,29,Male,Osun,Rural,82,227,6,2.05,Stable,72.0,Owing,0,0,Middle,Primary,1,1,0,13,1
STU0585,23,Female,Oyo,Rural,106,256,6,2.62,Stable,88.4,Paid,0,0,Middle,Tertiary,1,1,0,23,0
STU0586,18,Male,Lagos,Urban,17,256,5,3.22,Stable,100.0,Paid,1,0,Middle,Secondary,0,2,0,15,0
STU0587,26,Male,Akwa Ibom,Rural,130,313,8,3.17,Declining,78.7,Owing,0,1,Low,Primary,0,1,0,22,0
STU0588,24,Male,Edo,Urban,29,296,7,3.63,Improving,84.6,Paid,0,0,High,Tertiary,0,2,0,17,0
STU0589,23,Male,Delta,Urban,33,312,7,3.38,Stable,77.3,Paid,0,1,High,Tertiary,0,2,0,16,0
STU0590,27,Male,Kogi,Urban,106,248,6,2.61,Declining,65.8,Partial,0,0,Middle,Secondary,0,3,0,14,0
STU0591,26,Male,Oyo,Urban,76,198,4,1.0,Declining,62.9,Paid,0,1,High,Tertiary,3,1,0,19,1
STU0592,18,Female,Abuja,Urban,115,332,6,4.01,Improving,98.8,Paid,0,1,Middle,Primary,0,1,0,18,0
STU0593,26,Male,Plateau,Rural,25,199,7,1.7,Declining,95.9,Paid,0,1,Middle,Secondary,2,1,1,14,0
STU0594,26,Male,Kaduna,Rural,124,226,7,1.0,Declining,49.6,Owing,1,0,Low,Primary,4,2,0,17,1
STU0595,23,Female,Rivers,Urban,70,313,7,3.05,Improving,64.2,Paid,0,0,High,Tertiary,0,0,0,15,0
STU0596,26,Male,Lagos,Urban,24,260,8,2.94,Stable,74.3,Paid,0,0,High,Secondary,1,1,0,22,0
STU0597,28,Female,Ogun,Rural,96,140,7,1.0,Declining,66.9,Paid,0,0,Middle,No formal,3,2,0,16,1
STU0598,24,Male,Niger,Urban,66,296,5,3.28,Declining,95.1,Partial,0,0,Low,Primary,0,1,0,22,0
STU0599,21,Male,Kaduna,Rural,7,257,7,3.57,Stable,100.0,Owing,1,0,High,Tertiary,0,0,0,16,0
STU0600,19,Male,Plateau,Urban,124,338,6,4.46,Improving,100.0,Paid,1,0,High,Tertiary,0,2,0,18,0
STU0601,24,Male,Osun,Urban,132,299,5,3.01,Stable,65.2,Partial,0,1,Low,Primary,0,1,0,22,1
STU0602,22,Male,Kogi,Rural,85,210,8,2.14,Stable,68.7,Partial,0,0,Middle,Secondary,0,2,0,16,0
STU0603,24,Male,Niger,Urban,75,280,7,3.24,Improving,66.8,Partial,0,0,Middle,Tertiary,0,0,0,22,1
STU0604,29,Male,Akwa Ibom,Rural,176,171,5,1.0,Declining,49.4,Owing,0,0,Low,No formal,2,1,0,14,1
STU0605,22,Male,Imo,Urban,75,228,5,2.81,Improving,98.6,Paid,0,0,High,Tertiary,0,1,0,21,0
STU0606,20,Male,Delta,Urban,80,200,6,2.19,Stable,99.1,Owing,0,0,Middle,Secondary,2,1,1,16,0
STU0607,17,Male,Anambra,Urban,108,350,7,5.0,Stable,100.0,Paid,1,0,High,Primary,0,0,0,18,0
STU0608,28,Male,Imo,Rural,63,149,6,1.0,Declining,65.5,Owing,0,0,Low,Secondary,2,1,0,16,1
STU0609,21,Male,Cross River,Urban,118,214,5,2.68,Improving,80.9,Paid,0,0,Middle,Tertiary,2,0,0,16,0
STU0610,26,Female,Abuja,Urban,69,232,6,2.2,Declining,68.2,Paid,0,0,Middle,Tertiary,2,2,0,20,0
STU0611,27,Male,Enugu,Rural,131,255,7,2.57,Declining,72.6,Paid,0,0,Middle,Secondary,1,3,0,14,0
STU0612,28,Female,Oyo,Rural,164,265,4,1.35,Declining,39.2,Paid,0,0,Middle,Secondary,3,1,0,24,1
STU0613,24,Female,Delta,Urban,75,218,8,1.86,Declining,83.4,Paid,0,1,High,Tertiary,4,1,0,17,1
STU0614,20,Male,Oyo,Rural,34,237,5,2.83,Improving,82.0,Partial,0,0,Middle,Secondary,2,0,0,12,0
STU0615,22,Female,Akwa Ibom,Urban,117,286,7,3.21,Improving,85.2,Paid,0,0,Middle,Tertiary,0,3,0,21,0
STU0616,19,Female,Niger,Rural,63,325,6,4.26,Declining,91.0,Partial,1,0,Middle,Secondary,0,0,0,16,0
STU0617,23,Male,Delta,Urban,130,171,8,1.32,Declining,81.1,Paid,0,1,High,Tertiary,2,2,0,19,0
STU0618,24,Male,Cross River,Urban,17,290,8,3.53,Declining,77.4,Paid,0,0,High,Tertiary,0,0,0,16,0
STU0619,20,Female,Cross River,Rural,102,225,6,2.55,Stable,79.4,Paid,0,0,High,Tertiary,0,1,0,20,0
STU0620,19,Female,Kwara,Urban,63,268,7,3.5,Declining,99.2,Paid,1,0,Middle,Tertiary,0,2,0,22,0
STU0621,22,Male,Kaduna,Urban,64,265,5,2.67,Declining,77.1,Partial,0,1,Middle,Secondary,1,1,0,17,0
STU0622,23,Male,Kano,Urban,120,193,7,1.0,Stable,61.1,Partial,0,0,Middle,Tertiary,2,1,0,19,0
STU0623,17,Male,Imo,Urban,18,237,8,3.35,Declining,100.0,Paid,1,0,High,Tertiary,0,1,0,21,0
STU0624,23,Male,Abuja,Rural,91,205,5,2.51,Declining,94.1,Paid,0,0,Middle,Secondary,0,2,0,19,0
STU0625,24,Female,Kano,Urban,97,244,5,2.72,Stable,93.7,Partial,0,0,Middle,Secondary,2,0,0,24,0
STU0626,16,Male,Edo,Urban,79,301,6,4.55,Improving,100.0,Paid,1,0,High,Tertiary,0,1,0,14,0
STU0627,27,Male,Abuja,Rural,172,194,6,1.0,Stable,60.5,Owing,0,0,Low,No formal,3,3,0,18,1
STU0628,19,Female,Imo,Rural,61,296,5,3.82,Declining,85.1,Paid,1,0,Middle,Secondary,0,2,0,18,0
STU0629,21,Male,Enugu,Urban,101,306,6,4.06,Improving,91.0,Paid,1,0,Middle,Secondary,0,2,1,21,0
STU0630,19,Male,Benue,Urban,89,329,7,4.09,Improving,79.3,Paid,0,0,Middle,Secondary,0,1,0,23,0
STU0631,24,Female,Kaduna,Urban,82,305,8,3.31,Improving,85.4,Paid,0,1,Middle,Secondary,0,2,0,17,0
STU0632,18,Female,Plateau,Rural,74,237,8,2.99,Stable,100.0,Paid,1,0,Middle,Primary,2,0,0,23,0
STU0633,24,Male,Enugu,Rural,46,255,7,2.26,Stable,82.6,Partial,0,1,Low,Secondary,2,1,0,18,0
STU0634,21,Male,Niger,Rural,40,203,5,2.04,Declining,73.1,Paid,0,0,High,Tertiary,1,2,1,13,0
STU0635,17,Male,Delta,Urban,56,324,5,4.27,Declining,86.9,Paid,0,0,High,Tertiary,0,2,0,20,0
STU0636,19,Male,Niger,Urban,77,224,8,2.71,Stable,84.1,Paid,1,0,Middle,Secondary,2,0,0,21,0
STU0637,21,Male,Kwara,Rural,55,317,8,4.45,Stable,80.9,Paid,0,0,High,Secondary,0,0,0,21,0
STU0638,20,Male,Kogi,Urban,79,345,5,4.74,Improving,85.0,Paid,1,0,Middle,Secondary,0,2,0,12,0
STU0639,26,Male,Niger,Rural,43,273,7,3.05,Stable,77.0,Owing,1,0,Low,No formal,0,0,1,12,0
STU0640,22,Male,Kano,Urban,95,303,8,3.97,Declining,95.7,Paid,0,0,Middle,Primary,0,2,0,14,0
STU0641,28,Male,Plateau,Rural,104,228,4,1.54,Stable,65.3,Owing,0,1,Low,No formal,2,2,1,14,1
STU0642,24,Male,Abuja,Urban,107,208,7,2.25,Improving,73.3,Paid,0,0,Middle,Secondary,2,2,0,12,1
STU0643,20,Male,Abuja,Rural,16,244,6,3.33,Improving,93.3,Partial,1,0,Low,Secondary,0,2,0,23,0
STU0644,17,Male,Kano,Rural,28,260,7,3.48,Stable,93.0,Paid,1,0,High,Tertiary,0,1,0,18,0
STU0645,26,Male,Enugu,Rural,133,149,5,1.01,Declining,65.6,Owing,0,0,Low,Secondary,3,3,0,15,1
STU0646,21,Female,Plateau,Urban,78,283,7,3.38,Improving,89.8,Paid,0,0,High,Tertiary,0,2,0,21,0
STU0647,24,Female,Imo,Urban,143,268,5,1.94,Stable,57.0,Paid,0,0,Low,No formal,4,2,1,24,1
STU0648,21,Female,Delta,Urban,18,302,8,3.77,Improving,74.9,Paid,0,0,High,Tertiary,0,0,0,13,0
STU0649,21,Female,Lagos,Urban,24,335,6,4.32,Stable,85.7,Paid,0,0,Low,No formal,0,0,0,21,0
STU0650,23,Male,Edo,Urban,74,166,8,1.0,Improving,54.9,Owing,0,0,Low,Primary,4,1,1,16,1
STU0651,19,Male,Enugu,Rural,80,234,8,2.99,Stable,73.3,Paid,0,0,High,Secondary,0,0,0,17,0
STU0652,23,Male,Delta,Urban,47,244,5,1.5,Stable,61.2,Paid,0,1,High,Secondary,3,1,1,20,1
STU0653,20,Female,Rivers,Urban,86,313,5,3.87,Declining,82.1,Paid,0,0,High,Primary,0,1,0,15,0
STU0654,27,Female,Abuja,Rural,108,238,5,2.35,Declining,77.8,Partial,1,0,Low,Secondary,2,2,0,13,0
STU0655,25,Male,Rivers,Rural,166,189,4,1.28,Stable,66.7,Owing,0,0,Middle,Tertiary,2,3,1,16,1
STU0656,22,Male,Lagos,Urban,124,208,8,2.43,Improving,100.0,Partial,0,0,Middle,Secondary,1,0,0,14,0
STU0657,20,Male,Kogi,Rural,62,227,5,2.47,Improving,89.6,Paid,1,1,Middle,Secondary,2,1,0,13,0
STU0658,22,Male,Imo,Urban,29,307,5,3.13,Stable,76.4,Partial,0,1,Low,No formal,0,2,0,23,0
STU0659,18,Female,Plateau,Urban,23,305,8,4.1,Declining,92.5,Paid,1,0,Middle,Primary,0,0,0,12,0
STU0660,27,Female,Kogi,Rural,100,164,5,1.0,Stable,60.6,Paid,0,0,Middle,Secondary,4,2,0,21,1
STU0661,26,Male,Edo,Rural,91,286,5,2.52,Improving,85.5,Paid,0,1,High,Tertiary,0,3,1,13,0
STU0662,22,Female,Rivers,Urban,100,317,7,4.24,Improving,96.6,Paid,0,0,Middle,Secondary,0,2,1,17,0
STU0663,17,Female,Abuja,Rural,45,370,8,5.0,Improving,100.0,Partial,1,0,Middle,Secondary,0,0,0,19,0
STU0664,22,Male,Ogun,Urban,115,217,5,2.87,Stable,84.5,Partial,0,0,Low,Secondary,0,0,0,24,0
STU0665,18,Male,Lagos,Urban,11,313,7,4.24,Improving,99.8,Paid,0,0,Middle,Secondary,0,0,0,14,0
STU0666,23,Male,Cross River,Rural,95,277,6,2.94,Declining,79.0,Partial,0,0,Low,Secondary,1,3,0,22,0
STU0667,30,Male,Ogun,Rural,135,265,5,2.47,Stable,74.5,Partial,0,0,Low,Primary,0,2,0,20,1
STU0668,22,Male,Rivers,Rural,36,161,8,1.29,Declining,78.8,Owing,0,0,Low,Secondary,2,3,0,23,1
STU0669,19,Male,Kaduna,Urban,70,243,5,2.87,Stable,83.6,Paid,0,0,Middle,Secondary,0,0,0,20,0
STU0670,21,Male,Cross River,Urban,51,200,5,2.02,Stable,76.2,Paid,0,0,High,Tertiary,1,1,0,13,0
STU0671,21,Male,Delta,Urban,119,212,7,2.68,Improving,91.7,Paid,0,0,High,Tertiary,2,2,0,19,0
STU0672,25,Female,Rivers,Urban,139,159,6,1.0,Declining,69.9,Partial,1,1,Middle,Secondary,4,1,1,21,1
STU0673,21,Male,Kogi,Urban,135,177,7,1.66,Declining,89.5,Owing,0,0,Low,No formal,4,1,0,22,1
STU0674,26,Male,Lagos,Rural,137,313,7,3.47,Declining,83.4,Paid,0,0,Middle,Secondary,0,2,0,23,0
STU0675,20,Male,Imo,Urban,83,341,7,4.47,Stable,98.3,Paid,1,0,High,Tertiary,0,2,0,16,0
STU0676,19,Female,Rivers,Urban,110,311,5,3.82,Stable,100.0,Paid,1,0,High,Secondary,0,1,0,15,0
STU0677,23,Male,Delta,Rural,135,317,6,2.45,Declining,46.7,Paid,0,1,High,Tertiary,0,2,0,21,1
STU0678,27,Male,Ogun,Rural,161,273,6,1.83,Declining,60.1,Owing,1,0,Low,Secondary,3,3,0,16,1
STU0679,18,Female,Osun,Urban,77,285,6,3.62,Improving,89.2,Paid,0,0,High,Tertiary,0,2,0,15,0
STU0680,25,Female,Imo,Urban,120,300,6,3.28,Improving,65.9,Partial,0,0,Middle,Secondary,0,3,1,19,0
STU0681,18,Female,Enugu,Rural,24,211,7,2.6,Improving,81.2,Paid,0,0,High,Tertiary,1,1,0,15,0
STU0682,26,Male,Edo,Rural,122,140,6,1.0,Declining,39.4,Partial,0,1,Middle,Secondary,2,2,0,24,1
STU0683,22,Male,Enugu,Urban,103,212,8,2.5,Declining,83.9,Paid,0,0,Middle,Secondary,0,2,1,21,0
STU0684,26,Female,Cross River,Urban,45,260,5,2.76,Stable,83.2,Owing,0,0,Low,Primary,2,3,0,23,1
STU0685,21,Female,Imo,Urban,133,181,6,1.82,Improving,87.8,Partial,1,0,Middle,Tertiary,3,1,0,24,0
STU0686,28,Female,Akwa Ibom,Rural,187,243,5,1.0,Declining,43.2,Paid,0,0,Middle,Primary,3,3,0,17,1
STU0687,24,Female,Akwa Ibom,Rural,95,266,7,2.72,Stable,81.4,Paid,0,1,High,Tertiary,2,0,0,13,0
STU0688,23,Male,Kano,Urban,99,323,6,4.13,Stable,100.0,Paid,0,0,High,Tertiary,0,2,0,16,0
STU0689,27,Female,Niger,Rural,96,296,7,2.48,Stable,59.1,Partial,0,0,Low,No formal,1,1,1,17,0
STU0690,23,Male,Plateau,Urban,50,272,8,2.95,Stable,73.0,Partial,0,0,Middle,Tertiary,1,1,0,16,0
STU0691,21,Male,Plateau,Urban,105,227,6,2.61,Improving,86.8,Paid,0,0,Middle,Secondary,2,1,0,23,0
STU0692,18,Male,Rivers,Urban,56,334,7,4.52,Improving,95.2,Paid,1,0,High,Tertiary,0,1,0,13,0
STU0693,20,Male,Delta,Urban,41,281,6,3.53,Stable,96.8,Paid,0,0,High,Tertiary,0,1,0,18,0
STU0694,27,Male,Kogi,Urban,48,256,7,1.81,Declining,56.4,Partial,0,0,Low,No formal,3,3,0,15,0
STU0695,16,Male,Cross River,Urban,53,336,7,4.81,Improving,92.9,Partial,1,0,Middle,Secondary,0,1,0,19,0
STU0696,24,Female,Benue,Rural,115,261,5,3.14,Improving,91.8,Paid,1,0,Middle,No formal,0,2,0,18,0
STU0697,26,Male,Delta,Urban,80,305,6,2.47,Declining,53.0,Owing,0,0,Middle,Secondary,2,2,0,18,1
STU0698,25,Female,Imo,Urban,113,217,5,2.44,Stable,91.2,Owing,0,0,High,Tertiary,0,0,0,20,0
STU0699,25,Male,Akwa Ibom,Rural,138,262,6,1.38,Declining,60.4,Partial,0,0,Low,Primary,4,2,0,12,1
STU0700,17,Male,Niger,Urban,90,239,6,3.42,Declining,100.0,Partial,0,0,Low,Primary,0,0,0,21,0
STU0701,22,Male,Ogun,Rural,72,253,6,3.31,Declining,88.8,Partial,0,0,Middle,Secondary,0,2,0,17,0
STU0702,20,Male,Anambra,Urban,46,348,8,5.0,Stable,100.0,Paid,1,0,High,Tertiary,0,1,0,17,0
STU0703,29,Male,Kaduna,Urban,189,172,7,1.0,Stable,46.4,Owing,0,0,Middle,Secondary,2,2,0,17,1
STU0704,19,Male,Cross River,Urban,76,233,7,3.01,Improving,89.2,Partial,1,0,Middle,Primary,0,0,0,24,0
STU0705,21,Male,Plateau,Rural,10,273,7,4.0,Stable,100.0,Paid,1,0,High,Secondary,0,1,1,23,0
STU0706,19,Female,Niger,Urban,63,328,7,3.94,Stable,80.4,Paid,0,1,Middle,Secondary,0,2,0,17,0
STU0707,19,Male,Plateau,Urban,15,343,7,4.77,Improving,100.0,Paid,1,0,Middle,Secondary,0,0,0,23,0
STU0708,20,Female,Lagos,Rural,32,329,8,4.25,Improving,77.8,Paid,0,0,High,Tertiary,0,2,0,21,0
STU0709,21,Male,Osun,Urban,122,240,6,2.72,Stable,84.2,Owing,0,0,Middle,Tertiary,0,2,1,18,0
STU0710,24,Female,Oyo,Urban,38,219,5,2.11,Declining,89.8,Paid,0,0,Low,No formal,0,1,0,21,1
STU0711,24,Female,Benue,Urban,36,331,6,4.11,Declining,71.5,Paid,1,0,High,Secondary,0,2,0,17,0
STU0712,20,Female,Edo,Urban,62,261,6,3.03,Stable,81.5,Partial,0,0,Middle,Secondary,0,1,0,12,0
STU0713,23,Male,Abuja,Rural,40,210,8,2.54,Stable,72.8,Paid,0,0,Middle,Tertiary,1,2,0,14,0
STU0714,17,Male,Anambra,Urban,107,238,6,3.31,Improving,91.8,Partial,0,0,High,Tertiary,0,1,0,13,0
STU0715,19,Male,Benue,Urban,21,288,6,4.16,Stable,100.0,Paid,1,0,High,Tertiary,0,0,0,17,0
STU0716,22,Female,Akwa Ibom,Urban,91,346,7,4.4,Stable,82.1,Partial,1,0,Middle,Primary,0,1,0,19,0
STU0717,21,Female,Kano,Urban,22,308,5,3.68,Improving,88.4,Paid,0,0,Middle,Tertiary,0,2,0,14,0
STU0718,21,Female,Lagos,Urban,78,290,6,3.63,Declining,90.8,Owing,1,0,Middle,Tertiary,0,1,0,21,0
STU0719,20,Male,Benue,Urban,28,337,6,4.85,Stable,100.0,Paid,1,0,High,Tertiary,0,2,0,19,0
STU0720,22,Female,Edo,Urban,79,178,5,1.76,Stable,69.3,Paid,0,0,High,Tertiary,4,1,1,19,1
STU0721,30,Female,Akwa Ibom,Urban,140,140,6,1.0,Declining,69.3,Partial,0,0,Low,No formal,4,1,0,16,1
STU0722,23,Male,Edo,Urban,19,299,8,3.63,Declining,86.4,Paid,0,0,Middle,Tertiary,0,0,0,19,0
STU0723,18,Male,Imo,Urban,33,241,8,2.98,Improving,73.7,Paid,0,0,Middle,Tertiary,2,1,0,17,0
STU0724,23,Female,Akwa Ibom,Urban,94,296,6,3.56,Stable,73.1,Paid,0,0,High,Tertiary,0,0,0,16,0
STU0725,21,Female,Enugu,Urban,90,263,7,3.51,Improving,67.6,Paid,0,0,High,Tertiary,0,1,1,20,0
STU0726,19,Female,Kogi,Urban,32,227,8,3.02,Improving,82.4,Owing,1,0,Middle,Secondary,0,2,0,18,0
STU0727,25,Male,Rivers,Urban,31,239,8,2.24,Improving,73.4,Paid,0,1,Middle,Secondary,1,2,0,19,0
STU0728,24,Female,Ogun,Rural,131,218,8,1.22,Improving,59.6,Owing,0,0,Middle,Secondary,2,3,0,12,1
STU0729,23,Male,Osun,Urban,35,252,8,2.67,Stable,75.4,Partial,1,1,Middle,Tertiary,2,1,0,22,0
STU0730,18,Male,Kano,Urban,7,370,8,5.0,Stable,100.0,Paid,1,0,High,Tertiary,0,2,0,13,0
STU0731,26,Male,Imo,Urban,43,261,6,2.89,Declining,88.0,Paid,0,0,High,Tertiary,1,0,0,19,0
STU0732,27,Female,Enugu,Urban,172,221,7,1.0,Declining,50.2,Owing,0,0,Low,Primary,4,2,0,23,1
STU0733,24,Female,Lagos,Rural,100,264,6,3.18,Stable,92.9,Partial,0,0,Middle,Secondary,0,0,0,20,0
STU0734,22,Male,Osun,Urban,110,286,5,3.47,Improving,96.3,Paid,1,0,Middle,Secondary,0,0,1,15,0
STU0735,20,Male,Anambra,Urban,81,210,5,2.65,Improving,98.7,Paid,1,0,High,Tertiary,0,2,0,23,0
STU0736,26,Female,Kogi,Urban,91,213,7,2.15,Stable,79.2,Partial,0,0,Middle,Secondary,2,1,0,21,1
STU0737,18,Male,Osun,Rural,74,322,6,4.18,Improving,100.0,Paid,0,0,Middle,Tertiary,0,2,0,22,0
STU0738,26,Female,Imo,Rural,131,241,7,2.34,Declining,77.4,Paid,0,0,Middle,Tertiary,1,1,0,21,0
STU0739,18,Male,Cross River,Urban,29,334,5,4.35,Stable,77.8,Paid,0,0,Middle,Primary,0,0,0,20,0
STU0740,21,Male,Delta,Rural,108,318,5,3.72,Stable,76.0,Paid,0,0,High,Tertiary,0,1,0,15,0
STU0741,25,Male,Enugu,Rural,97,268,5,3.16,Improving,77.0,Owing,0,0,Middle,Secondary,0,1,0,21,1
STU0742,25,Male,Benue,Rural,114,251,4,2.27,Stable,74.9,Partial,0,0,Low,Primary,0,3,0,21,1
STU0743,21,Female,Kaduna,Urban,115,191,8,1.57,Stable,71.3,Paid,1,1,High,Tertiary,4,1,0,21,0
STU0744,25,Male,Cross River,Urban,139,279,4,1.64,Stable,57.8,Paid,0,1,Low,Primary,2,1,0,20,1
STU0745,22,Male,Lagos,Urban,114,289,8,3.39,Declining,91.0,Paid,0,0,Middle,Secondary,0,1,0,22,0
STU0746,19,Female,Oyo,Urban,66,327,8,4.05,Stable,86.6,Paid,0,0,High,Secondary,0,2,0,18,0
STU0747,22,Male,Delta,Rural,62,290,7,3.47,Stable,100.0,Paid,0,0,High,Tertiary,0,1,0,13,0
STU0748,18,Male,Akwa Ibom,Urban,91,291,8,3.78,Stable,82.6,Paid,0,0,High,Tertiary,0,0,0,20,0
STU0749,24,Female,Abuja,Rural,78,273,7,2.7,Improving,70.4,Owing,0,1,Middle,Primary,2,3,1,15,0
STU0750,21,Female,Benue,Urban,54,252,8,3.18,Stable,100.0,Partial,1,0,High,Tertiary,0,0,0,19,0
STU0751,23,Male,Enugu,Rural,114,335,8,3.75,Stable,67.9,Paid,0,1,Middle,No formal,0,1,0,18,0
STU0752,25,Female,Anambra,Urban,39,205,5,1.59,Stable,84.9,Owing,0,1,Low,Primary,2,3,1,24,1
STU0753,25,Female,Rivers,Rural,178,249,5,1.43,Declining,50.9,Partial,0,0,Middle,Primary,4,2,0,18,1
STU0754,21,Male,Akwa Ibom,Urban,110,232,8,2.55,Improving,86.1,Paid,1,0,Middle,Secondary,0,0,0,19,0
STU0755,25,Male,Benue,Rural,33,269,6,1.71,Declining,53.2,Paid,0,1,High,Tertiary,4,1,0,12,1
STU0756,26,Female,Oyo,Rural,92,214,6,1.76,Improving,73.5,Owing,0,1,Low,Primary,4,2,0,16,1
STU0757,20,Female,Plateau,Rural,115,225,6,2.67,Stable,72.9,Paid,0,0,High,Tertiary,1,0,1,13,0
STU0758,29,Male,Akwa Ibom,Rural,202,202,7,1.35,Stable,76.0,Partial,0,0,Low,Primary,4,2,0,13,1
STU0759,20,Female,Abuja,Rural,49,331,6,4.27,Improving,78.2,Paid,0,0,Middle,Tertiary,0,1,0,12,0
STU0760,20,Female,Benue,Urban,36,230,8,2.55,Stable,72.6,Partial,0,0,Middle,Secondary,1,2,0,16,0
STU0761,28,Male,Ogun,Rural,87,146,4,1.0,Declining,69.9,Owing,0,0,Middle,Primary,4,1,0,13,1
STU0762,26,Male,Rivers,Urban,131,176,7,1.0,Declining,58.8,Partial,0,0,Low,Secondary,4,1,1,15,1
STU0763,21,Male,Kaduna,Urban,40,306,7,3.68,Improving,88.8,Paid,0,0,High,Secondary,0,1,0,14,0
STU0764,23,Female,Benue,Rural,105,209,5,1.0,Declining,63.0,Paid,0,1,Low,Tertiary,4,3,1,14,1
